Year,Rank,Title,Website,Employees,Sector,Industry,Hqlocation,Hqaddr,Hqcity,Hqstate,Hqzip,Hqtel,Ceo,Ceo-title,Address,Ticker,Fullname,Revenues,Profits,Assets
2017,259,Jacobs Engineering Group,http://www.jacobs.com,49350,Engineering & Construction,"Engineering, Construction","Dallas, TX",1999 Bryan St.,Dallas,TX,75201,214-583-8500,Steven J. Demetriou,"Chairman, President & Chief Executive Officer","1999 Bryan St., Dallas, TX 75201",JEC,Jacobs Engineering Group Inc.,10964,210.5,7360
2015,239,Jacobs Engineering Group,http://www.jacobs.com,49350,Engineering & Construction,"Engineering, Construction","Dallas, TX",1999 Bryan St.,Dallas,TX,75201,214-583-8500,Steven J. Demetriou,"Chairman, President & Chief Executive Officer","1999 Bryan St., Dallas, TX 75201",JEC,Jacobs Engineering Group,10964,7360,210
2017,403,JetBlue Airways,http://www.jetblue.com,15986,Transportation,Airlines,"Long Island City, NY",27-01 Queens Plaza N.,Long Island City,NY,11101,718-286-7900,Robin Hayes,"President, Chief Executive Officer & Director","27-01 Queens Plaza N., Long Island City, NY 11101",JBLU,JetBlue Airways Corporation,6632,759,9487
2015,454,JetBlue Airways,http://www.jetblue.com,15986,Transportation,Airlines,"Long Island City, NY",27-01 Queens Plaza N.,Long Island City,NY,11101,718-286-7900,Robin Hayes,"President, Chief Executive Officer & Director","27-01 Queens Plaza N., Long Island City, NY 11101",JBLU,JetBlue Airways,6632,9487,759
2017,35,Johnson & Johnson,http://www.jnj.com,126400,Health Care,Pharmaceuticals,"New Brunswick, NJ",1 Johnson & Johnson Plaza,New Brunswick,NJ,8933,732-524-0400,Alex Gorsky,Chairman & Chief Executive Officer,"1 Johnson & Johnson Plaza, New Brunswick, NJ 08933",JNJ,Johnson & Johnson,71890,16540,141208
2015,37,Johnson & Johnson,http://www.jnj.com,126400,Health Care,Pharmaceuticals,"New Brunswick, NJ",1 Johnson & Johnson Plaza,New Brunswick,NJ,8933,732-524-0400,Alex Gorsky,Chairman & Chief Executive Officer,"1 Johnson & Johnson Plaza, New Brunswick, NJ 08933",JNJ,Johnson & Johnson,71890,141208,16540
2015,66,Johnson Controls,http://www.jnj.com,126400,Health Care,Pharmaceuticals,"New Brunswick, NJ",1 Johnson & Johnson Plaza,New Brunswick,NJ,8933,732-524-0400,Alex Gorsky,Chairman & Chief Executive Officer,"1 Johnson & Johnson Plaza, New Brunswick, NJ 08933",JNJ,Johnson Controls,71890,141208,16540
2017,403,Jones Financial (Edward Jones),http://www.edwardjones.com,43000,Financials,Securities,"Des Peres, MO",12555 Manchester Rd.,Des Peres,MO,63131,314-515-2000,James D. Weddle,Chief Executive Officer & Director,"12555 Manchester Rd., Des Peres, MO 63131",JBLU,"The Jones Financial Companies, L.L.L.P.",6632,746,19424
2017,391,Jones Lang LaSalle,http://www.jll.com,77300,Financials,Real Estate,"Chicago, IL",200 E. Randolph Dr.,Chicago,IL,60601,312-782-5800,Christian Ulbrich,"President, Chief Executive Officer & Director","200 E. Randolph Dr., Chicago, IL 60601",JLL,Jones Lang LaSalle Incorporated,6804,318.2,7629
2015,478,Jones Lang LaSalle,http://www.jll.com,77300,Financials,Real Estate,"Chicago, IL",200 E. Randolph Dr.,Chicago,IL,60601,312-782-5800,Christian Ulbrich,"President, Chief Executive Officer & Director","200 E. Randolph Dr., Chicago, IL 60601",JLL,Jones Lang LaSalle,6804,7629,318
2017,216,Kellogg,http://www.kelloggcompany.com,37369,"Food, Beverages & Tobacco",Food Consumer Products,"Battle Creek, MI",1 Kellogg Sq.,Battle Creek,MI,49017,269-961-2000,John A. Bryant,Chairman & Chief Executive Officer,"1 Kellogg Sq., Battle Creek, MI 49017",K,Kellogg Company,13014,694,15111
2015,210,Kellogg,http://www.kelloggcompany.com,37369,"Food, Beverages & Tobacco",Food Consumer Products,"Battle Creek, MI",1 Kellogg Sq.,Battle Creek,MI,49017,269-961-2000,John A. Bryant,Chairman & Chief Executive Officer,"1 Kellogg Sq., Battle Creek, MI 49017",K,Kellogg,13014,15111,694
2017,490,Kelly Services,http://www.kellyservices.com,7500,Business Services,Temporary Help,"Troy, MI",999 W. Big Beaver Rd.,Troy,MI,48084,248-362-4444,George S. Corona,"President, Chief Executive Officer & Director","999 W. Big Beaver Rd., Troy, MI 48084",KELYA,"Kelly Services, Inc.",5277,120.8,2028
2015,471,Kelly Services,http://www.kellyservices.com,7500,Business Services,Temporary Help,"Troy, MI",999 W. Big Beaver Rd.,Troy,MI,48084,248-362-4444,George S. Corona,"President, Chief Executive Officer & Director","999 W. Big Beaver Rd., Troy, MI 48084",KELYA,Kelly Services,5277,2028,121
2017,479,KeyCorp,http://www.key.com,15700,Financials,Commercial Banks,"Cleveland, OH",127 Public Sq.,Cleveland,OH,44114,216-689-3000,Beth E. Mooney,"Chairman, President & Chief Executive Officer","127 Public Sq., Cleveland, OH 44114",KEY,KeyCorp,5422,791,136453
2017,155,Kimberly-Clark,http://www.kimberly-clark.com,42000,Household Products,Household and Personal Products,"Irving, TX",351 Phelps Dr.,Irving,TX,75038,972-281-1200,Thomas J. Falk,Chairman & Chief Executive Officer,"351 Phelps Dr., Irving, TX 75038",KMB,Kimberly-Clark Corporation,18202,2166,14602
2015,140,Kimberly-Clark,http://www.kimberly-clark.com,42000,Household Products,Household and Personal Products,"Irving, TX",351 Phelps Dr.,Irving,TX,75038,972-281-1200,Thomas J. Falk,Chairman & Chief Executive Officer,"351 Phelps Dr., Irving, TX 75038",KMB,Kimberly-Clark,18202,14602,2166
2017,215,Kinder Morgan,http://www.kindermorgan.com,11121,Energy,Pipelines,"Houston, TX",1001 Louisiana St.,Houston,TX,77002,713-369-9000,Steven J. Kean,"President, Chief Executive Officer & Director","1001 Louisiana St., Houston, TX 77002",KMI,"Kinder Morgan, Inc.",13058,708,80305
2015,193,Kinder Morgan,http://www.kindermorgan.com,11121,Energy,Pipelines,"Houston, TX",1001 Louisiana St.,Houston,TX,77002,713-369-9000,Steven J. Kean,"President, Chief Executive Officer & Director","1001 Louisiana St., Houston, TX 77002",KMI,Kinder Morgan,13058,80305,708
2017,376,Kindred Healthcare,http://www.kindredhealthcare.com,76650,Health Care,Health Care: Medical Facilities,"Louisville, KY",680 S. Fourth St.,Louisville,KY,40202,502-596-7300,Benjamin A. Breier,"President, Chief Executive Officer & Director","680 S. Fourth St., Louisville, KY 40202",KND,"Kindred Healthcare, Inc.",7227,-664.2,6113
2015,491,Kindred Healthcare,http://www.kindredhealthcare.com,76650,Health Care,Health Care: Medical Facilities,"Louisville, KY",680 S. Fourth St.,Louisville,KY,40202,502-596-7300,Benjamin A. Breier,"President, Chief Executive Officer & Director","680 S. Fourth St., Louisville, KY 40202",KND,Kindred Healthcare,7220,6113,-664
2017,150,Kohl's,http://www.kohls.com,85000,Retailing,General Merchandisers,"Menomonee Falls, WI",N56 W17000 Ridgewood Dr.,Menomonee Falls,WI,53051,262-703-7000,Kevin Mansell,"Chairman, President & Chief Executive Officer","N56 W17000 Ridgewood Dr., Menomonee Falls, WI 53051",KSS,Kohl's Corporation,18686,556,13574
2017,106,Kraft Heinz,http://www.kraftheinzcompany.com,41000,"Food, Beverages & Tobacco",Food Consumer Products,"Pittsburgh, PA",1 PPG Place,Pittsburgh,PA,15222,412-456-5700,Bernardo Hees,Chief Executive Officer & Director,"1 PPG Place, Pittsburgh, PA 15222",KHC,The Kraft Heinz Company,26487,3632,120480
2017,18,Kroger,http://www.thekrogerco.com,443000,Food & Drug Stores,Food and Drug Stores,"Cincinnati, OH",1014 Vine St.,Cincinnati,OH,45202,513-762-4000,W. Rodney McMullen,Chairman & Chief Executive Officer,"1014 Vine St., Cincinnati, OH 45202",KR,The Kroger Company,115337,1975,36505
2015,20,Kroger,http://www.thekrogerco.com,443000,Food & Drug Stores,Food and Drug Stores,"Cincinnati, OH",1014 Vine St.,Cincinnati,OH,45202,513-762-4000,W. Rodney McMullen,Chairman & Chief Executive Officer,"1014 Vine St., Cincinnati, OH 45202",KR,Kroger,115337,36505,1975
2017,220,L Brands,http://www.lb.com,59100,Retailing,Specialty Retailers: Apparel,"Columbus, OH",3 Limited Pkwy.,Columbus,OH,43230,614-415-7000,Leslie H. Wexner,Chairman & Chief Executive Officer,"3 Limited Pkwy., Columbus, OH 43230",LB,"L Brands, Inc.",12574,1158.1,8170
2015,262,L Brands,http://www.lb.com,59100,Retailing,Specialty Retailers: Apparel,"Columbus, OH",3 Limited Pkwy.,Columbus,OH,43230,614-415-7000,Leslie H. Wexner,Chairman & Chief Executive Officer,"3 Limited Pkwy., Columbus, OH 43230",LB,L Brands,12574,8170,1158
2017,273,L3 Technologies,http://www.l3t.com,38000,Aerospace & Defense,Aerospace and Defense,"New York, NY",600 Third Ave.,New York,NY,10016,212-697-1111,Michael T. Strianese,Chairman & Chief Executive Officer,"600 Third Ave., New York, NY 10016",LLL,"L3 Technologies, Inc.",10597,710,11865
2017,290,Laboratory Corp. of America,http://www.labcorp.com,52000,Health Care,Health Care: Pharmacy and Other Services,"Burlington, NC",358 S. Main St.,Burlington,NC,27215,336-229-1127,David P. King,"Chairman, President & Chief Executive Officer","358 S. Main St., Burlington, NC 27215",LH,Laboratory Corporation of America Holdings,9642,732.1,14247
2015,440,Laboratory Corp. of America,http://www.labcorp.com,52000,Health Care,Health Care: Pharmacy and Other Services,"Burlington, NC",358 S. Main St.,Burlington,NC,27215,336-229-1127,David P. King,"Chairman, President & Chief Executive Officer","358 S. Main St., Burlington, NC 27215",LH,Laboratory Corp. of America,9642,14247,732
2017,440,Lam Research,http://www.lamresearch.com,7500,Technology,Semiconductors and Other Electronic Components,"Fremont, CA",4650 Cushing Pkwy.,Fremont,CA,94538,510-572-0200,Martin B. Anstice,"President, Chief Executive Officer & Director","4650 Cushing Pkwy., Fremont, CA 94538",LRCX,Lam Research Corporation,5886,914,12272
2017,209,Land O' Lakes,http://www.landolakesinc.com,10000,"Food, Beverages & Tobacco",Food Consumer Products,"Arden Hills, MN",4001 Lexington Ave. N.,Arden Hills,MN,55126,651-375-2222,Christopher J. Policinski,"President, Chief Executive Officer & Director","4001 Lexington Ave. N., Arden Hills, MN 55126",NWL,"Land O'Lakes, Inc.",13233,244.9,8305
2017,249,Las Vegas Sands,http://www.sands.com,49000,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3355 Las Vegas Blvd. S.,Las Vegas,NV,89109,702-414-1000,Sheldon G. Adelson,Chairman & Chief Executive Officer,"3355 Las Vegas Blvd. S., Las Vegas, NV 89109",LVS,Las Vegas Sands Corp.,11410,1670,20469
2015,209,Las Vegas Sands,http://www.sands.com,49000,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3355 Las Vegas Blvd. S.,Las Vegas,NV,89109,702-414-1000,Sheldon G. Adelson,Chairman & Chief Executive Officer,"3355 Las Vegas Blvd. S., Las Vegas, NV 89109",LVS,Las Vegas Sands,11410,20469,1670
2017,151,Lear,http://www.lear.com,148400,Motor Vehicles & Parts,Motor Vehicles and Parts,"Southfield, MI",21557 Telegraph Rd.,Southfield,MI,48033,248-447-1500,Matthew J. Simoncini,"President, Chief Executive Officer & Director","21557 Telegraph Rd., Southfield, MI 48033",LEA,Lear Corporation,18558,975.1,9901
2015,174,Lear,http://www.lear.com,148400,Motor Vehicles & Parts,Motor Vehicles and Parts,"Southfield, MI",21557 Telegraph Rd.,Southfield,MI,48033,248-447-1500,Matthew J. Simoncini,"President, Chief Executive Officer & Director","21557 Telegraph Rd., Southfield, MI 48033",LEA,Lear,18558,9901,975
2017,381,Leidos Holdings,http://www.leidos.com,32000,Technology,Information Technology Services,"Reston, VA",11951 Freedom Dr.,Reston,VA,20190,571-526-6000,Roger A. Krone,Chairman & Chief Executive Officer,"11951 Freedom Dr., Reston, VA 20190",LDOS,"Leidos Holdings, Inc.",7043,244,9132
2017,260,Lennar,http://www.lennar.com,8335,Engineering & Construction,Homebuilders,"Miami, FL",700 N.W. 107th Ave.,Miami,FL,33172,305-559-4000,Stuart A. Miller,Chief Executive Officer & Director,"700 N.W. 107th Ave., Miami, FL 33172",LEN,Lennar Corporation,10950,911.8,15362
2015,364,Lennar,http://www.lennar.com,8335,Engineering & Construction,Homebuilders,"Miami, FL",700 N.W. 107th Ave.,Miami,FL,33172,305-559-4000,Stuart A. Miller,Chief Executive Officer & Director,"700 N.W. 107th Ave., Miami, FL 33172",LEN,Lennar,10950,15362,912
2017,262,Leucadia National,http://www.leucadia.com,13000,Financials,Diversified Financials,"New York, NY",520 Madison Ave.,New York,NY,10022,212-460-1900,Richard B. Handler,Chief Executive Officer & Director,"520 Madison Ave., New York, NY 10022",LUK,Leucadia National Corporation,10875,130,45071
2015,244,Leucadia National,http://www.leucadia.com,13000,Financials,Diversified Financials,"New York, NY",520 Madison Ave.,New York,NY,10022,212-460-1900,Richard B. Handler,Chief Executive Officer & Director,"520 Madison Ave., New York, NY 10022",LUK,Leucadia National,9431,45071,130
2017,336,Level 3 Communications,http://www.level3.com,12600,Telecommunications,Telecommunications,"Broomfield, CO",1025 Eldorado Blvd.,Broomfield,CO,80021,720-888-1000,Jeffrey K. Storey,"President, Chief Executive Officer & Director","1025 Eldorado Blvd., Broomfield, CO 80021",LVLT,"Level 3 Communications, Inc.",8172,677,24888
2015,401,Level 3 Communications,http://www.level3.com,12600,Telecommunications,Telecommunications,"Broomfield, CO",1025 Eldorado Blvd.,Broomfield,CO,80021,720-888-1000,Jeffrey K. Storey,"President, Chief Executive Officer & Director","1025 Eldorado Blvd., Broomfield, CO 80021",LVLT,Level 3 Communications,8172,24888,677
2017,269,Liberty Interactive,http://www.libertyinteractive.com,21080,Retailing,Internet Services and Retailing,"Englewood, CO",12300 Liberty Blvd.,Englewood,CO,80112,720-875-5300,Gregory B. Maffei,"President, Chief Executive Officer & Director","12300 Liberty Blvd., Englewood, CO 80112",QVCA,Liberty Interactive Corporation,10647,1235,20355
2015,263,Liberty Interactive,http://www.libertyinteractive.com,21080,Retailing,Internet Services and Retailing,"Englewood, CO",12300 Liberty Blvd.,Englewood,CO,80112,720-875-5300,Gregory B. Maffei,"President, Chief Executive Officer & Director","12300 Liberty Blvd., Englewood, CO 80112",QVCA,Liberty Interactive,10647,20355,1235
2017,491,Liberty Media,http://www.libertymedia.com,3626,Media,Entertainment,"Englewood, CO",12300 Liberty Blvd.,Englewood,CO,80112,720-875-5400,Gregory B. Maffei,"President, Chief Executive Officer & Director","12300 Liberty Blvd., Englewood, CO 80112",LSXMA,Liberty Media Corporation,5276,680,31377
2017,75,Liberty Mutual Insurance Group,http://www.libertymutual.com,50000,Financials,Insurance: Property and Casualty (Stock),"Boston, MA",175 Berkeley St.,Boston,MA,2116,617-357-9500,David H. Long,"Chairman, President & Chief Executive Officer","175 Berkeley St., Boston, MA 02116",CAT,Liberty Mutual Holding Company Inc.,38308,1006,125592
2015,78,Liberty Mutual Insurance Group,http://www.libertymutual.com,50000,Financials,Insurance: Property and Casualty (Stock),"Boston, MA",175 Berkeley St.,Boston,MA,2116,617-357-9500,David H. Long,"Chairman, President & Chief Executive Officer","175 Berkeley St., Boston, MA 02116",CAT,Liberty Mutual Insurance Group,38537,74704,-67
2017,374,LifePoint Health,http://www.lifepointhealth.net,47000,Health Care,Health Care: Medical Facilities,"Brentwood, TN",330 Seven Springs Way,Brentwood,TN,37027,615-920-7000,William F. Carpenter III,Chairman & Chief Executive Officer,"330 Seven Springs Way , Brentwood, TN 37027",LPNT,"LifePoint Health, Inc.",7274,121.9,6319
2015,495,LifePoint Health,http://www.lifepointhealth.net,47000,Health Care,Health Care: Medical Facilities,"Brentwood, TN",330 Seven Springs Way,Brentwood,TN,37027,615-920-7000,William F. Carpenter III,Chairman & Chief Executive Officer,"330 Seven Springs Way , Brentwood, TN 37027",LPNT,LifePoint Health,6364,6319,122
2017,207,Lincoln National,http://www.lfg.com,9057,Financials,"Insurance: Life, Health (Stock)","Radnor, PA",150 N. Radnor-Chester Rd.,Radnor,PA,19087,484-583-1400,Dennis R. Glass,"President, Chief Executive Officer & Director","150 N. Radnor-Chester Rd., Radnor, PA 19087",LNC,Lincoln National Corporation,13330,1192,261627
2015,223,Lincoln National,http://www.lfg.com,9057,Financials,"Insurance: Life, Health (Stock)","Radnor, PA",150 N. Radnor-Chester Rd.,Radnor,PA,19087,484-583-1400,Dennis R. Glass,"President, Chief Executive Officer & Director","150 N. Radnor-Chester Rd., Radnor, PA 19087",LNC,Lincoln National,13330,261627,1192
2017,318,Lithia Motors,http://www.lithiamotors.com,11170,Retailing,"Automotive Retailing, Services","Medford, OR",150 N. Bartlett St.,Medford,OR,97501,541-776-6401,Bryan B. DeBoer,"President, Chief Executive Officer & Director","150 N. Bartlett St., Medford, OR 97501",LAD,"Lithia Motors, Inc.",8678,197.1,3844
2015,482,Lithia Motors,http://www.lithiamotors.com,11170,Retailing,"Automotive Retailing, Services","Medford, OR",150 N. Bartlett St.,Medford,OR,97501,541-776-6401,Bryan B. DeBoer,"President, Chief Executive Officer & Director","150 N. Bartlett St., Medford, OR 97501",LAD,Lithia Motors,8678,3844,197
2017,330,Live Nation Entertainment,http://www.livenationentertainment.com,11500,Media,Entertainment,"Beverly Hills, CA",9348 Civic Center Dr.,Beverly Hills,CA,90210,310-867-7000,Michael Rapino,"President, Chief Executive Officer & Director","9348 Civic Center Dr., Beverly Hills, CA 90210",LYV,"Live Nation Entertainment, Inc.",8355,2.9,6764
2015,392,Live Nation Entertainment,http://www.livenationentertainment.com,11500,Media,Entertainment,"Beverly Hills, CA",9348 Civic Center Dr.,Beverly Hills,CA,90210,310-867-7000,Michael Rapino,"President, Chief Executive Officer & Director","9348 Civic Center Dr., Beverly Hills, CA 90210",LYV,Live Nation Entertainment,8355,6764,3
2017,304,LKQ,http://www.lkqcorp.com,42500,Wholesalers,Wholesalers: Diversified,"Chicago, IL",500 W. Madison St.,Chicago,IL,60661,312-621-1950,Dominick P. Zarcone,"President, Chief Executive Officer & Director","500 W. Madison St., Chicago, IL 60661",LKQ,LKQ Corporation,9082,464,8303
2015,403,LKQ,http://www.lkqcorp.com,42500,Wholesalers,Wholesalers: Diversified,"Chicago, IL",500 W. Madison St.,Chicago,IL,60661,312-621-1950,Dominick P. Zarcone,"President, Chief Executive Officer & Director","500 W. Madison St., Chicago, IL 60661",LKQ,LKQ,8584,8303,464
2017,56,Lockheed Martin,http://www.lockheedmartin.com,97000,Aerospace & Defense,Aerospace and Defense,"Bethesda, MD",6801 Rockledge Dr.,Bethesda,MD,20817,301-897-6000,Marillyn A. Hewson,"Chairman, President & Chief Executive Officer","6801 Rockledge Dr., Bethesda, MD 20817",LMT,Lockheed Martin Corporation,50658,5302,47806
2015,64,Lockheed Martin,http://www.lockheedmartin.com,97000,Aerospace & Defense,Aerospace and Defense,"Bethesda, MD",6801 Rockledge Dr.,Bethesda,MD,20817,301-897-6000,Marillyn A. Hewson,"Chairman, President & Chief Executive Officer","6801 Rockledge Dr., Bethesda, MD 20817",LMT,Lockheed Martin,47248,47806,5302
2017,213,Loews,http://www.loews.com,15800,Financials,Insurance: Property and Casualty (Stock),"New York, NY",667 Madison Ave.,New York,NY,10065,212-521-2000,James S. Tisch,"President, Chief Executive Officer & Director","667 Madison Ave., New York, NY 10065",L,Loews Corporation,13105,654,76594
2015,211,Loews,http://www.loews.com,15800,Financials,Insurance: Property and Casualty (Stock),"New York, NY",667 Madison Ave.,New York,NY,10065,212-521-2000,James S. Tisch,"President, Chief Executive Officer & Director","667 Madison Ave., New York, NY 10065",L,Loews,13105,76594,654
2017,40,Lowe's,http://www.lowes.com,240000,Retailing,Specialty Retailers: Other,"Mooresville, NC",1000 Lowe's Blvd.,Mooresville,NC,28117,704-758-1000,Robert A. Niblock,"Chairman, President & Chief Executive Officer","1000 Lowe's Blvd., Mooresville, NC 28117",LOW,"Lowe's Companies, Inc.",65017,3093,34408
2017,455,M&T Bank Corp.,http://www.mtb.com,16487,Financials,Commercial Banks,"Buffalo, NY",1 M&T Plaza,Buffalo,NY,14203,716-635-4000,Robert G. Wilmers,Chairman & Chief Executive Officer,"1 M&T Plaza, Buffalo, NY 14203",MTB,M&T Bank Corporation,5722,1315.1,123449
2017,110,Macy's,http://www.macysinc.com,148300,Retailing,General Merchandisers,"Cincinnati, OH",7 W. Seventh St.,Cincinnati,OH,45202,513-579-7000,Jeffrey Gennette,"President, Chief Executive Officer & Director","7 W. Seventh St., Cincinnati, OH 45202",M,"Macy's, Inc.",25778,619,19851
2017,146,ManpowerGroup,http://www.manpowergroup.com,28000,Business Services,Temporary Help,"Milwaukee, WI",100 Manpower Place,Milwaukee,WI,53212,414-961-1000,Jonas Prising,Chairman & Chief Executive Officer,"100 Manpower Place, Milwaukee, WI 53212",MAN,ManpowerGroup Inc.,19654,443.7,7574
2015,144,ManpowerGroup,http://www.manpowergroup.com,28000,Business Services,Temporary Help,"Milwaukee, WI",100 Manpower Place,Milwaukee,WI,53212,414-961-1000,Jonas Prising,Chairman & Chief Executive Officer,"100 Manpower Place, Milwaukee, WI 53212",MAN,ManpowerGroup,19654,7574,444
2017,51,Marathon Petroleum,http://www.marathonpetroleum.com,44460,Energy,Petroleum Refining,"Findlay, OH",539 S. Main St.,Findlay,OH,45840,419-422-2121,Gary R. Heminger,"Chairman, President & Chief Executive Officer","539 S. Main St., Findlay, OH 45840",MPC,Marathon Petroleum Corporation,55858,1174,44413
2015,25,Marathon Petroleum,http://www.marathonpetroleum.com,44460,Energy,Petroleum Refining,"Findlay, OH",539 S. Main St.,Findlay,OH,45840,419-422-2121,Gary R. Heminger,"Chairman, President & Chief Executive Officer","539 S. Main St., Findlay, OH 45840",MPC,Marathon Petroleum,63339,44413,1174
2017,460,Markel,http://www.markelcorp.com,10900,Financials,Insurance: Property and Casualty (Stock),"Glen Allen, VA",4521 Highwoods Pkwy.,Glen Allen,VA,23060,804-747-0136,"Thomas S. Gayner, Richard R. Whitt III",Co-Chief Executive Officer & Director,"4521 Highwoods Pkwy., Glen Allen, VA 23060",MKL,Markel Corporation,5612,455.7,25875
2017,163,Marriott International,http://www.marriott.com,226500,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Bethesda, MD",10400 Fernwood Rd.,Bethesda,MD,20817,301-380-3000,Arne M. Sorenson,"President, Chief Executive Officer & Director","10400 Fernwood Rd., Bethesda, MD 20817",MAR,"Marriott International, Inc.",17072,780,24140
2015,221,Marriott International,http://www.marriott.com,226500,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Bethesda, MD",10400 Fernwood Rd.,Bethesda,MD,20817,301-380-3000,Arne M. Sorenson,"President, Chief Executive Officer & Director","10400 Fernwood Rd., Bethesda, MD 20817",MAR,Marriott International,17072,24140,780
2017,210,Marsh & McLennan,http://www.mmc.com,60000,Financials,Diversified Financials,"New York, NY",1166 Ave. of the Americas,New York,NY,10036,212-345-5000,Daniel S. Glaser,"President, Chief Executive Officer & Director","1166 Ave. of the Americas, New York, NY 10036",MMC,"Marsh & McLennan Companies, Inc.",13211,1768,18190
2015,235,Marsh & McLennan,http://www.mmc.com,60000,Financials,Diversified Financials,"New York, NY",1166 Ave. of the Americas,New York,NY,10036,212-345-5000,Daniel S. Glaser,"President, Chief Executive Officer & Director","1166 Ave. of the Americas, New York, NY 10036",MMC,Marsh & McLennan,13211,18190,1768
2017,372,Masco,http://www.masco.com,26000,Household Products,"Home Equipment, Furnishings","Taylor, MI",21001 Van Born Rd.,Taylor,MI,48180,313-274-7400,Keith J. Allman,"President, Chief Executive Officer & Director","21001 Van Born Rd., Taylor, MI 48180",MAS,Masco Corporation,7357,491,5137
2015,334,Masco,http://www.masco.com,26000,Household Products,"Home Equipment, Furnishings","Taylor, MI",21001 Van Born Rd.,Taylor,MI,48180,313-274-7400,Keith J. Allman,"President, Chief Executive Officer & Director","21001 Van Born Rd., Taylor, MI 48180",MAS,Masco,7357,5137,491
2017,77,Massachusetts Mutual Life Insurance,http://www.massmutual.com,11737,Financials,"Insurance: Life, Health (Mutual)","Springfield, MA",1295 State St.,Springfield,MA,1111,413-744-8411,Roger W. Crandall,"Chairman, President & Chief Executive Officer","1295 State St., Springfield, MA 01111",MS,Massachusetts Mutual Life Insurance Company,37788,1273.5,271040
2017,267,Mastercard,http://www.mastercard.com,11900,Business Services,Financial Data Services,"Purchase, NY",2000 Purchase St.,Purchase,NY,10577,914-249-2000,Ajay Banga,"President, Chief Executive Officer & Director","2000 Purchase St., Purchase, NY 10577",MA,Mastercard Incorporated,10776,4059,18675
2015,308,MasterCard,http://www.mastercard.com,11900,Business Services,Financial Data Services,"Purchase, NY",2000 Purchase St.,Purchase,NY,10577,914-249-2000,Ajay Banga,"President, Chief Executive Officer & Director","2000 Purchase St., Purchase, NY 10577",MA,MasterCard,10776,18675,4059
2017,474,Mattel,http://www.mattel.com,32000,Household Products,"Toys, Sporting Goods","El Segundo, CA",333 Continental Blvd.,El Segundo,CA,90245,310-252-2000,Margaret H. Georgiadis,Chief Executive Officer & Director,"333 Continental Blvd., El Segundo, CA 90245",MAT,"Mattel, Inc.",5457,318,6494
2015,439,Mattel,http://www.mattel.com,32000,Household Products,"Toys, Sporting Goods","El Segundo, CA",333 Continental Blvd.,El Segundo,CA,90245,310-252-2000,Margaret H. Georgiadis,Chief Executive Officer & Director,"333 Continental Blvd., El Segundo, CA 90245",MAT,Mattel,5457,6494,318
2017,112,McDonald's,http://www.aboutmcdonalds.com,375000,"Hotels, Restaurants & Leisure",Food Services,"Oak Brook, IL",1 McDonald's Plaza,Oak Brook,IL,60523,630-623-3000,Stephen J. Easterbrook,"President, Chief Executive Officer & Director","1 McDonald's Plaza, Oak Brook, IL 60523",MCD,McDonald's Corporation,24622,4686.5,31024
2017,5,McKesson,http://www.mckesson.com,68000,Wholesalers,Wholesalers: Health Care,"San Francisco, CA",1 Post St.,San Francisco,CA,94104,415-983-8300,John H. Hammergren,"Chairman, President & Chief Executive Officer","1 Post St., San Francisco, CA 94104",MCK,McKesson Corporation,192487,2258,56563
2015,11,McKesson,http://www.mckesson.com,68000,Wholesalers,Wholesalers: Health Care,"San Francisco, CA",1 Post St.,San Francisco,CA,94104,415-983-8300,John H. Hammergren,"Chairman, President & Chief Executive Officer","1 Post St., San Francisco, CA 94104",MCK,McKesson,198533,60969,5070
2017,69,Merck,http://www.merck.com,68000,Health Care,Pharmaceuticals,"Kenilworth, NJ",2000 Galloping Hill Rd.,Kenilworth,NJ,7033,908-740-4000,Kenneth C. Frazier,"Chairman, President & Chief Executive Officer","2000 Galloping Hill Rd., Kenilworth, NJ 07033",MRK,"Merck & Co., Inc.",39807,3920,95377
2015,71,Merck,http://www.merck.com,68000,Health Care,Pharmaceuticals,"Kenilworth, NJ",2000 Galloping Hill Rd.,Kenilworth,NJ,7033,908-740-4000,Kenneth C. Frazier,"Chairman, President & Chief Executive Officer","2000 Galloping Hill Rd., Kenilworth, NJ 07033",MRK,Merck,39807,95377,3920
2017,42,MetLife,http://www.metlife.com,58000,Financials,"Insurance: Life, Health (Stock)","New York, NY",200 Park Ave.,New York,NY,10166,212-578-2211,Steven A. Kandarian,"Chairman, President & Chief Executive Officer","200 Park Ave., New York, NY 10166",MET,"MetLife, Inc.",63476,800,898764
2015,39,MetLife,http://www.metlife.com,58000,Financials,"Insurance: Life, Health (Stock)","New York, NY",200 Park Ave.,New York,NY,10166,212-578-2211,Steven A. Kandarian,"Chairman, President & Chief Executive Officer","200 Park Ave., New York, NY 10166",MET,MetLife,63476,898764,800
